transcriptid	foldchange	DEstatus
ENST00000056233.3	1	FALSE
ENST00000168148.7	1	FALSE
ENST00000177694.1	1	FALSE
ENST00000187762.6	1	FALSE
ENST00000194530.7	1	FALSE
ENST00000216286.9	1	FALSE
ENST00000216327.10	1	FALSE
ENST00000217026.4	1	FALSE
ENST00000217182.4	1	FALSE
ENST00000217420.1	1	FALSE
ENST00000217740.3	1	FALSE
ENST00000218328.12	1	FALSE
ENST00000219439.8	1	FALSE
ENST00000221665.4	1	FALSE
ENST00000222139.10	1	FALSE
ENST00000222190.9	1	FALSE
ENST00000222271.6	1	FALSE
ENST00000222543.9	1	FALSE
ENST00000225805.8	1	FALSE
ENST00000227758.6	1	FALSE
ENST00000228936.4	1	FALSE
ENST00000230301.8	1	FALSE
ENST00000230449.8	1	FALSE
ENST00000232744.12	1	FALSE
ENST00000235332.5	1	FALSE
ENST00000236040.8	1	FALSE
ENST00000236342.11	1	FALSE
ENST00000238497.9	1	FALSE
ENST00000241069.9	1	FALSE
ENST00000244302.8	1	FALSE
ENST00000244303.10	1	FALSE
ENST00000246163.2	1	FALSE
ENST00000249442.10	1	FALSE
ENST00000250377.11	1	FALSE
ENST00000251181.8	1	FALSE
ENST00000251424.8	1	FALSE
ENST00000251546.8	1	FALSE
ENST00000251547.9	1	FALSE
ENST00000253934.9	1	FALSE
ENST00000254101.3	1	FALSE
ENST00000254235.7	1	FALSE
ENST00000254299.8	1	FALSE
ENST00000256496.7	1	FALSE
ENST00000256654.8	1	FALSE
ENST00000256678.12	1	FALSE
ENST00000256830.13	1	FALSE
ENST00000257895.9	1	FALSE
ENST00000258168.6	1	FALSE
ENST00000259229.6	1	FALSE
ENST00000260257.8	1	FALSE
ENST00000261381.6	1	FALSE
ENST00000261796.3	1	FALSE
ENST00000262622.4	1	FALSE
ENST00000262646.11	1	FALSE
ENST00000262716.6	1	FALSE
ENST00000262812.8	1	FALSE
ENST00000262854.10	1	FALSE
ENST00000264231.7	1	FALSE
ENST00000264245.8	1	FALSE
ENST00000265071.2	1	FALSE
ENST00000265371.8	1	FALSE
ENST00000265382.7	1	FALSE
ENST00000265626.8	1	FALSE
ENST00000265825.5	1	FALSE
ENST00000266022.8	1	FALSE
ENST00000266031.8	1	FALSE
ENST00000266068.5	1	FALSE
ENST00000267485.7	1	FALSE
ENST00000268184.10	1	FALSE
ENST00000269485.11	1	FALSE
ENST00000270452.6	1	FALSE
ENST00000272163.8	1	FALSE
ENST00000273691.7	1	FALSE
ENST00000274813.3	1	FALSE
ENST00000275560.3	1	FALSE
ENST00000280020.9	1	FALSE
ENST00000281772.13	1	FALSE
ENST00000282412.8	1	FALSE
ENST00000282561.3	1	FALSE
ENST00000284165.10	1	FALSE
ENST00000284767.9	1	FALSE
ENST00000284770.9	1	FALSE
ENST00000284771.6	1	FALSE
ENST00000285208.8	1	FALSE
