transcriptid	foldchange	DEstatus
ENST00000012443.8	1	FALSE
ENST00000074304.9	1	FALSE
ENST00000156109.6	1	FALSE
ENST00000168712.2	1	FALSE
ENST00000173785.4	1	FALSE
ENST00000188790.8	1	FALSE
ENST00000211287.8	1	FALSE
ENST00000215587.11	1	FALSE
ENST00000216211.8	1	FALSE
ENST00000217386.2	1	FALSE
ENST00000219244.8	1	FALSE
ENST00000220562.8	1	FALSE
ENST00000227378.7	1	FALSE
ENST00000228510.7	1	FALSE
ENST00000228850.5	1	FALSE
ENST00000229330.8	1	FALSE
ENST00000229903.4	1	FALSE
ENST00000230173.10	1	FALSE
ENST00000230588.8	1	FALSE
ENST00000231338.7	1	FALSE
ENST00000231368.9	1	FALSE
ENST00000233027.9	1	FALSE
ENST00000233336.6	1	FALSE
ENST00000234396.8	1	FALSE
ENST00000237316.3	1	FALSE
ENST00000237455.4	1	FALSE
ENST00000237937.7	1	FALSE
ENST00000244333.3	1	FALSE
ENST00000245551.9	1	FALSE
ENST00000247665.11	1	FALSE
ENST00000249375.8	1	FALSE
ENST00000251047.5	1	FALSE
ENST00000251289.9	1	FALSE
ENST00000253362.6	1	FALSE
ENST00000254765.3	1	FALSE
ENST00000255174.2	1	FALSE
ENST00000256429.7	1	FALSE
ENST00000258651.4	1	FALSE
ENST00000258761.7	1	FALSE
ENST00000259229.6	1	FALSE
ENST00000261234.10	1	FALSE
ENST00000261700.7	1	FALSE
ENST00000261731.3	1	FALSE
ENST00000262103.7	1	FALSE
ENST00000262197.7	1	FALSE
ENST00000262340.5	1	FALSE
ENST00000262717.8	1	FALSE
ENST00000263663.9	1	FALSE
ENST00000264220.6	1	FALSE
ENST00000264279.9	1	FALSE
ENST00000264560.11	1	FALSE
ENST00000264828.3	1	FALSE
ENST00000264904.8	1	FALSE
ENST00000265293.8	1	FALSE
ENST00000265631.9	1	FALSE
ENST00000267085.8	1	FALSE
ENST00000267970.8	1	FALSE
ENST00000269980.6	1	FALSE
ENST00000270190.8	1	FALSE
ENST00000270442.5	1	FALSE
ENST00000271526.8	1	FALSE
ENST00000273308.8	1	FALSE
ENST00000273668.6	1	FALSE
ENST00000274134.4	1	FALSE
ENST00000274562.13	1	FALSE
ENST00000275200.1	1	FALSE
ENST00000277537.10	1	FALSE
ENST00000282466.3	1	FALSE
ENST00000282605.8	1	FALSE
ENST00000283429.10	1	FALSE
ENST00000283441.12	1	FALSE
ENST00000284767.9	1	FALSE
ENST00000284770.9	1	FALSE
ENST00000284771.6	1	FALSE
ENST00000285124.12	1	FALSE
ENST00000287667.11	1	FALSE
ENST00000288344.14	1	FALSE
ENST00000289316.2	1	FALSE
ENST00000289359.6	1	FALSE
ENST00000290037.10	1	FALSE
ENST00000290294.4	1	FALSE
ENST00000290913.7	1	FALSE
ENST00000291890.8	1	FALSE
ENST00000292147.6	1	FALSE
ENST00000292562.11	1	FALSE
ENST00000295598.9	1	FALSE
ENST00000295834.7	1	FALSE
ENST00000296543.9	1	FALSE
ENST00000296741.6	1	FALSE
ENST00000296777.4	1	FALSE
ENST00000296783.7	1	FALSE
ENST00000296839.4	1	FALSE
ENST00000296932.12	1	FALSE
ENST00000297001.6	1	FALSE
ENST00000298105.7	1	FALSE
ENST00000298125.6	1	FALSE
ENST00000298910.11	1	FALSE
ENST00000298925.9	1	FALSE
ENST00000300175.8	1	FALSE
ENST00000300976.8	1	FALSE
ENST00000301263.4	1	FALSE
ENST00000301335.9	1	FALSE
ENST00000301459.4	1	FALSE
ENST00000302251.9	1	FALSE
ENST00000303004.4	1	FALSE
ENST00000303037.12	1	FALSE
ENST00000304101.8	1	FALSE
ENST00000304567.9	1	FALSE
ENST00000304842.5	1	FALSE
ENST00000306357.8	1	FALSE
ENST00000306735.9	1	FALSE
ENST00000307624.7	1	FALSE
ENST00000308344.9	1	FALSE
ENST00000309733.5	1	FALSE
ENST00000309758.5	1	FALSE
ENST00000309931.2	1	FALSE
ENST00000309951.7	1	FALSE
ENST00000310512.3	1	FALSE
ENST00000311181.4	1	FALSE
ENST00000311601.5	1	FALSE
ENST00000311638.7	1	FALSE
ENST00000312504.9	1	FALSE
ENST00000312515.6	1	FALSE
ENST00000313050.11	1	FALSE
ENST00000313064.2	1	FALSE
ENST00000313084.9	1	FALSE
ENST00000313237.9	1	FALSE
ENST00000313264.5	1	FALSE
ENST00000313349.3	1	FALSE
ENST00000314134.3	1	FALSE
ENST00000315377.4	1	FALSE
ENST00000315732.2	1	FALSE
ENST00000315782.6	1	FALSE
ENST00000316334.4	1	FALSE
ENST00000316738.11	1	FALSE
ENST00000316836.4	1	FALSE
ENST00000316920.10	1	FALSE
ENST00000317271.2	1	FALSE
ENST00000317907.8	1	FALSE
ENST00000317932.11	1	FALSE
ENST00000318041.13	1	FALSE
ENST00000318129.5	1	FALSE
ENST00000320640.10	1	FALSE
ENST00000321063.8	1	FALSE
ENST00000321535.4	1	FALSE
ENST00000322326.12	1	FALSE
ENST00000323164.5	1	FALSE
ENST00000323434.12	1	FALSE
ENST00000324060.2	1	FALSE
ENST00000325102.12	1	FALSE
ENST00000325307.11	1	FALSE
ENST00000325319.9	1	FALSE
ENST00000326321.7	1	FALSE
ENST00000326656.12	1	FALSE
ENST00000326674.9	1	FALSE
ENST00000327697.10	1	FALSE
