transcriptid	foldchange	DEstatus
ENST00000023897.10	1	FALSE
ENST00000216241.13	1	FALSE
ENST00000218104.5	1	FALSE
ENST00000219162.3	1	FALSE
ENST00000219439.8	1	FALSE
ENST00000222271.6	1	FALSE
ENST00000232892.11	1	FALSE
ENST00000234961.6	1	FALSE
ENST00000238138.2	1	FALSE
ENST00000238721.8	1	FALSE
ENST00000238875.9	1	FALSE
ENST00000240328.3	1	FALSE
ENST00000242152.6	1	FALSE
ENST00000243914.7	1	FALSE
ENST00000244333.3	1	FALSE
ENST00000247207.6	1	FALSE
ENST00000248070.10	1	FALSE
ENST00000248706.4	1	FALSE
ENST00000248901.10	1	FALSE
ENST00000249364.8	1	FALSE
ENST00000249396.11	1	FALSE
ENST00000250379.12	1	FALSE
ENST00000251363.9	1	FALSE
ENST00000251413.7	1	FALSE
ENST00000254235.7	1	FALSE
ENST00000254722.8	1	FALSE
ENST00000254868.8	1	FALSE
ENST00000256319.6	1	FALSE
ENST00000256497.8	1	FALSE
ENST00000256545.8	1	FALSE
ENST00000258187.9	1	FALSE
ENST00000258534.12	1	FALSE
ENST00000259351.9	1	FALSE
ENST00000260743.9	1	FALSE
ENST00000261016.10	1	FALSE
ENST00000261017.9	1	FALSE
ENST00000261018.11	1	FALSE
ENST00000261308.9	1	FALSE
ENST00000261837.11	1	FALSE
ENST00000261842.9	1	FALSE
ENST00000261847.7	1	FALSE
ENST00000262053.7	1	FALSE
ENST00000264254.10	1	FALSE
ENST00000264346.11	1	FALSE
ENST00000264431.8	1	FALSE
ENST00000264670.10	1	FALSE
ENST00000265192.8	1	FALSE
ENST00000266003.9	1	FALSE
ENST00000266712.10	1	FALSE
ENST00000269217.10	1	FALSE
ENST00000270301.11	1	FALSE
ENST00000272369.13	1	FALSE
ENST00000273960.7	1	FALSE
ENST00000274458.8	1	FALSE
ENST00000276573.11	1	FALSE
ENST00000278319.9	1	FALSE
ENST00000278935.7	1	FALSE
ENST00000281928.7	1	FALSE
ENST00000284154.9	1	FALSE
ENST00000284818.6	1	FALSE
ENST00000286317.5	1	FALSE
ENST00000289495.7	1	FALSE
ENST00000290583.8	1	FALSE
ENST00000290585.8	1	FALSE
ENST00000290650.8	1	FALSE
ENST00000291906.4	1	FALSE
ENST00000292169.5	1	FALSE
ENST00000292291.9	1	FALSE
ENST00000292450.8	1	FALSE
ENST00000295131.2	1	FALSE
ENST00000295766.9	1	FALSE
ENST00000295851.9	1	FALSE
ENST00000296754.7	1	FALSE
ENST00000297574.6	1	FALSE
ENST00000298307.9	1	FALSE
ENST00000298510.3	1	FALSE
ENST00000298530.7	1	FALSE
ENST00000299565.9	1	FALSE
ENST00000299671.7	1	FALSE
ENST00000300119.7	1	FALSE
ENST00000300151.4	1	FALSE
ENST00000300880.11	1	FALSE
ENST00000301071.11	1	FALSE
ENST00000301215.7	1	FALSE
ENST00000302804.11	1	FALSE
ENST00000303786.4	1	FALSE
ENST00000304233.3	1	FALSE
ENST00000304460.10	1	FALSE
ENST00000305625.2	1	FALSE
ENST00000306391.10	1	FALSE
ENST00000306434.7	1	FALSE
ENST00000306984.6	1	FALSE
ENST00000307180.4	1	FALSE
ENST00000307395.4	1	FALSE
ENST00000307431.12	1	FALSE
ENST00000307712.10	1	FALSE
ENST00000308317.10	1	FALSE
ENST00000308595.9	1	FALSE
ENST00000309982.9	1	FALSE
ENST00000311322.8	1	FALSE
ENST00000311737.11	1	FALSE
ENST00000312132.8	1	FALSE
ENST00000312221.9	1	FALSE
ENST00000312865.10	1	FALSE
ENST00000313654.13	1	FALSE
ENST00000313833.4	1	FALSE
ENST00000315877.14	1	FALSE
ENST00000315962.8	1	FALSE
ENST00000318010.12	1	FALSE
ENST00000318803.6	1	FALSE
ENST00000319107.8	1	FALSE
ENST00000319423.4	1	FALSE
ENST00000319849.7	1	FALSE
ENST00000320354.5	1	FALSE
ENST00000321252.2	1	FALSE
ENST00000321287.12	1	FALSE
ENST00000321522.2	1	FALSE
ENST00000322282.11	1	FALSE
ENST00000322716.7	1	FALSE
ENST00000324138.7	1	FALSE
ENST00000325223.7	1	FALSE
ENST00000325407.4	1	FALSE
ENST00000325870.2	1	FALSE
ENST00000326793.10	1	FALSE
ENST00000326877.8	1	FALSE
ENST00000327920.12	1	FALSE
ENST00000330955.5	1	FALSE
ENST00000331334.4	1	FALSE
ENST00000332088.7	1	FALSE
ENST00000332772.4	1	FALSE
ENST00000333137.11	1	FALSE
ENST00000333175.9	1	FALSE
ENST00000334148.7	1	FALSE
ENST00000334801.7	1	FALSE
ENST00000334857.3	1	FALSE
ENST00000335753.8	1	FALSE
ENST00000335852.5	1	FALSE
ENST00000335934.8	1	FALSE
ENST00000337002.8	1	FALSE
ENST00000339364.9	1	FALSE
ENST00000339818.8	1	FALSE
ENST00000340183.9	1	FALSE
ENST00000340347.7	1	FALSE
ENST00000340694.8	1	FALSE
ENST00000340779.3	1	FALSE
ENST00000341199.10	1	FALSE
ENST00000341375.12	1	FALSE
ENST00000341983.8	1	FALSE
ENST00000342260.9	1	FALSE
ENST00000343281.9	1	FALSE
ENST00000343505.9	1	FALSE
ENST00000346454.7	1	FALSE
ENST00000347557.6	1	FALSE
ENST00000347936.6	1	FALSE
ENST00000349004.5	1	FALSE
ENST00000350034.4	1	FALSE
ENST00000350721.8	1	FALSE
ENST00000353317.9	1	FALSE
ENST00000354308.7	1	FALSE
ENST00000354371.6	1	FALSE
ENST00000355557.6	1	FALSE
ENST00000356017.8	1	FALSE
ENST00000356200.7	1	FALSE
ENST00000356456.9	1	FALSE
ENST00000356609.2	1	FALSE
ENST00000356663.7	1	FALSE
ENST00000356752.8	1	FALSE
ENST00000356937.7	1	FALSE
ENST00000356983.6	1	FALSE
ENST00000357537.4	1	FALSE
ENST00000357760.6	1	FALSE
ENST00000358635.7	1	FALSE
ENST00000358743.5	1	FALSE
ENST00000358779.9	1	FALSE
ENST00000358784.11	1	FALSE
ENST00000358931.9	1	FALSE
ENST00000359195.3	1	FALSE
ENST00000359675.6	1	FALSE
ENST00000359775.9	1	FALSE
ENST00000359957.7	1	FALSE
ENST00000360476.7	1	FALSE
ENST00000360844.6	1	FALSE
ENST00000360876.8	1	FALSE
ENST00000361121.6	1	FALSE
ENST00000361143.9	1	FALSE
ENST00000361866.7	1	FALSE
ENST00000362072.7	1	FALSE
ENST00000362567.2	1	FALSE
ENST00000362607.1	1	FALSE
ENST00000363348.1	1	FALSE
ENST00000363450.1	1	FALSE
ENST00000363509.1	1	FALSE
ENST00000363576.1	1	FALSE
ENST00000363602.1	1	FALSE
ENST00000363782.1	1	FALSE
ENST00000363858.1	1	FALSE
ENST00000364403.1	1	FALSE
ENST00000364587.1	1	FALSE
ENST00000364688.1	1	FALSE
ENST00000364921.1	1	FALSE
ENST00000365304.1	1	FALSE
ENST00000365314.1	1	FALSE
ENST00000365409.1	1	FALSE
ENST00000365439.1	1	FALSE
ENST00000365621.1	1	FALSE
ENST00000366442.2	1	FALSE
ENST00000366668.7	1	FALSE
ENST00000366669.8	1	FALSE
ENST00000366926.3	1	FALSE
ENST00000367211.4	1	FALSE
ENST00000367995.3	1	FALSE
ENST00000367996.5	1	FALSE
ENST00000368270.2	1	FALSE
ENST00000368445.9	1	FALSE
ENST00000368449.8	1	FALSE
ENST00000368450.5	1	FALSE
ENST00000368453.8	1	FALSE
ENST00000368696.3	1	FALSE
ENST00000368698.3	1	FALSE
ENST00000369391.3	1	FALSE
ENST00000369755.3	1	FALSE
ENST00000369788.7	1	FALSE
ENST00000370129.4	1	FALSE
ENST00000370328.3	1	FALSE
ENST00000370952.3	1	FALSE
ENST00000371021.4	1	FALSE
ENST00000371109.3	1	FALSE
ENST00000371110.6	1	FALSE
ENST00000371196.6	1	FALSE
ENST00000371642.1	1	FALSE
ENST00000371666.7	1	FALSE
ENST00000372129.3	1	FALSE
ENST00000372409.7	1	FALSE
ENST00000373275.4	1	FALSE
ENST00000373434.5	1	FALSE
ENST00000373436.5	1	FALSE
ENST00000373439.6	1	FALSE
ENST00000373484.4	1	FALSE
ENST00000373773.7	1	FALSE
ENST00000373803.6	1	FALSE
ENST00000374021.1	1	FALSE
ENST00000374023.7	1	FALSE
ENST00000374026.7	1	FALSE
ENST00000374206.3	1	FALSE
ENST00000374316.9	1	FALSE
ENST00000374987.3	1	FALSE
ENST00000375071.3	1	FALSE
ENST00000375151.4	1	FALSE
ENST00000376135.5	1	FALSE
ENST00000376678.6	1	FALSE
ENST00000376854.5	1	FALSE
ENST00000376992.2	1	FALSE
ENST00000377391.7	1	FALSE
ENST00000377504.8	1	FALSE
ENST00000378122.4	1	FALSE
ENST00000378133.4	1	FALSE
ENST00000378182.3	1	FALSE
ENST00000378183.8	1	FALSE
ENST00000378424.8	1	FALSE
ENST00000378425.9	1	FALSE
ENST00000378427.5	1	FALSE
ENST00000378588.4	1	FALSE
ENST00000378633.5	1	FALSE
ENST00000378638.6	1	FALSE
ENST00000378860.8	1	FALSE
ENST00000379151.8	1	FALSE
ENST00000379319.5	1	FALSE
ENST00000379320.5	1	FALSE
ENST00000379325.7	1	FALSE
ENST00000379339.5	1	FALSE
ENST00000379549.6	1	FALSE
ENST00000379550.5	1	FALSE
ENST00000379960.9	1	FALSE
ENST00000380130.6	1	FALSE
ENST00000380133.6	1	FALSE
ENST00000380139.8	1	FALSE
ENST00000380265.9	1	FALSE
ENST00000380574.5	1	FALSE
ENST00000380927.6	1	FALSE
ENST00000381283.7	1	FALSE
ENST00000381284.7	1	FALSE
ENST00000381285.8	1	FALSE
ENST00000381291.8	1	FALSE
ENST00000381318.7	1	FALSE
ENST00000381334.9	1	FALSE
ENST00000381766.8	1	FALSE
ENST00000381923.6	1	FALSE
ENST00000382111.6	1	FALSE
ENST00000382112.7	1	FALSE
ENST00000382224.5	1	FALSE
ENST00000382226.5	1	FALSE
ENST00000382436.7	1	FALSE
ENST00000383911.1	1	FALSE
ENST00000383940.2	1	FALSE
ENST00000383963.1	1	FALSE
ENST00000383990.1	1	FALSE
ENST00000384100.1	1	FALSE
ENST00000384129.2	1	FALSE
ENST00000384256.1	1	FALSE
ENST00000384359.1	1	FALSE
ENST00000384395.1	1	FALSE
ENST00000384502.1	1	FALSE
ENST00000384710.1	1	FALSE
ENST00000384889.1	1	FALSE
ENST00000384910.1	1	FALSE
ENST00000385020.3	1	FALSE
ENST00000386745.1	1	FALSE
ENST00000390278.3	1	FALSE
ENST00000390591.1	1	FALSE
ENST00000390912.1	1	FALSE
ENST00000391019.2	1	FALSE
ENST00000391437.2	1	FALSE
ENST00000392008.6	1	FALSE
ENST00000392041.8	1	FALSE
ENST00000392081.6	1	FALSE
ENST00000392575.2	1	FALSE
ENST00000393943.9	1	FALSE
ENST00000394011.7	1	FALSE
ENST00000394022.7	1	FALSE
ENST00000394235.6	1	FALSE
ENST00000394279.6	1	FALSE
ENST00000394282.8	1	FALSE
ENST00000394588.3	1	FALSE
ENST00000394633.7	1	FALSE
ENST00000394697.6	1	FALSE
ENST00000394709.2	1	FALSE
ENST00000394795.6	1	FALSE
ENST00000394802.4	1	FALSE
ENST00000395008.6	1	FALSE
ENST00000395539.2	1	FALSE
ENST00000395635.5	1	FALSE
ENST00000396249.6	1	FALSE
ENST00000396335.8	1	FALSE
ENST00000396995.1	1	FALSE
ENST00000396997.1	1	FALSE
ENST00000397002.6	1	FALSE
ENST00000397011.2	1	FALSE
ENST00000397956.7	1	FALSE
ENST00000398171.3	1	FALSE
ENST00000398334.5	1	FALSE
ENST00000398506.6	1	FALSE
ENST00000399338.8	1	FALSE
ENST00000399349.5	1	FALSE
ENST00000399352.5	1	FALSE
ENST00000399353.5	1	FALSE
ENST00000399355.6	1	FALSE
ENST00000399367.7	1	FALSE
ENST00000399516.7	1	FALSE
ENST00000399770.2	1	FALSE
ENST00000400027.3	1	FALSE
ENST00000400242.7	1	FALSE
ENST00000400246.5	1	FALSE
ENST00000400248.6	1	FALSE
ENST00000400249.6	1	FALSE
ENST00000400563.6	1	FALSE
ENST00000401018.5	1	FALSE
ENST00000401096.2	1	FALSE
ENST00000401500.6	1	FALSE
ENST00000402753.1	1	FALSE
ENST00000402839.1	1	FALSE
ENST00000402997.5	1	FALSE
ENST00000403133.1	1	FALSE
ENST00000403169.1	1	FALSE
ENST00000403906.7	1	FALSE
ENST00000404249.7	1	FALSE
ENST00000404262.2	1	FALSE
ENST00000404574.5	1	FALSE
ENST00000405206.3	1	FALSE
ENST00000405809.2	1	FALSE
ENST00000405929.1	1	FALSE
ENST00000405982.1	1	FALSE
ENST00000406915.3	1	FALSE
ENST00000407447.1	1	FALSE
ENST00000407482.5	1	FALSE
ENST00000407552.5	1	FALSE
ENST00000407573.5	1	FALSE
ENST00000407725.2	1	FALSE
ENST00000407942.1	1	FALSE
ENST00000408154.1	1	FALSE
