transcriptid	foldchange	DEstatus
ENST00000005374.10	1	FALSE
ENST00000206446.4	1	FALSE
ENST00000211314.4	1	FALSE
ENST00000214893.9	1	FALSE
ENST00000216124.9	1	FALSE
ENST00000217515.10	1	FALSE
ENST00000219204.7	1	FALSE
ENST00000221855.7	1	FALSE
ENST00000222224.3	1	FALSE
ENST00000222462.2	1	FALSE
ENST00000222511.10	1	FALSE
ENST00000225729.7	1	FALSE
ENST00000227163.8	1	FALSE
ENST00000229134.4	1	FALSE
ENST00000230568.4	1	FALSE
ENST00000233813.4	1	FALSE
ENST00000237654.8	1	FALSE
ENST00000239587.9	1	FALSE
ENST00000240050.8	1	FALSE
ENST00000243997.7	1	FALSE
ENST00000245441.9	1	FALSE
ENST00000246421.4	1	FALSE
ENST00000247020.8	1	FALSE
ENST00000247992.5	1	FALSE
ENST00000248550.7	1	FALSE
ENST00000249842.7	1	FALSE
ENST00000250378.7	1	FALSE
ENST00000251289.9	1	FALSE
ENST00000252593.6	1	FALSE
ENST00000252603.6	1	FALSE
ENST00000252655.1	1	FALSE
ENST00000254654.7	1	FALSE
ENST00000256652.8	1	FALSE
ENST00000257659.12	1	FALSE
ENST00000257789.4	1	FALSE
ENST00000258301.5	1	FALSE
ENST00000258679.11	1	FALSE
ENST00000259963.3	1	FALSE
ENST00000260403.6	1	FALSE
ENST00000261716.7	1	FALSE
ENST00000261740.6	1	FALSE
ENST00000261944.9	1	FALSE
ENST00000262873.11	1	FALSE
ENST00000262879.10	1	FALSE
ENST00000263253.8	1	FALSE
ENST00000263346.12	1	FALSE
ENST00000263347.11	1	FALSE
ENST00000264613.10	1	FALSE
ENST00000264935.5	1	FALSE
ENST00000265100.6	1	FALSE
ENST00000265371.8	1	FALSE
ENST00000265651.7	1	FALSE
ENST00000265728.5	1	FALSE
ENST00000266643.5	1	FALSE
ENST00000266991.2	1	FALSE
ENST00000273980.9	1	FALSE
ENST00000274458.8	1	FALSE
ENST00000274496.9	1	FALSE
ENST00000275428.8	1	FALSE
ENST00000275575.11	1	FALSE
ENST00000276054.8	1	FALSE
ENST00000276420.8	1	FALSE
ENST00000278187.7	1	FALSE
ENST00000282572.4	1	FALSE
ENST00000283249.6	1	FALSE
ENST00000283943.9	1	FALSE
ENST00000285106.10	1	FALSE
ENST00000287169.7	1	FALSE
ENST00000288071.10	1	FALSE
ENST00000290438.3	1	FALSE
ENST00000291576.11	1	FALSE
ENST00000292782.8	1	FALSE
ENST00000293362.7	1	FALSE
ENST00000294623.8	1	FALSE
ENST00000295213.8	1	FALSE
ENST00000295704.6	1	FALSE
ENST00000295766.9	1	FALSE
ENST00000295802.8	1	FALSE
ENST00000295910.10	1	FALSE
ENST00000296059.6	1	FALSE
ENST00000296776.5	1	FALSE
ENST00000296921.5	1	FALSE
ENST00000298845.11	1	FALSE
ENST00000299340.8	1	FALSE
ENST00000299610.4	1	FALSE
ENST00000299641.8	1	FALSE
ENST00000300589.6	1	FALSE
ENST00000300714.7	1	FALSE
ENST00000301071.11	1	FALSE
ENST00000301323.7	1	FALSE
ENST00000301618.8	1	FALSE
ENST00000303375.9	1	FALSE
ENST00000303927.3	1	FALSE
ENST00000303991.4	1	FALSE
ENST00000304330.8	1	FALSE
ENST00000305414.8	1	FALSE
ENST00000306176.5	1	FALSE
ENST00000306193.7	1	FALSE
ENST00000306589.7	1	FALSE
ENST00000307165.4	1	FALSE
ENST00000307305.12	1	FALSE
ENST00000307979.7	1	FALSE
ENST00000308361.10	1	FALSE
ENST00000308677.8	1	FALSE
ENST00000309481.11	1	FALSE
ENST00000309675.2	1	FALSE
ENST00000309979.10	1	FALSE
ENST00000310611.8	1	FALSE
ENST00000311034.6	1	FALSE
ENST00000311694.7	1	FALSE
ENST00000312234.6	1	FALSE
ENST00000312275.9	1	FALSE
ENST00000312584.3	1	FALSE
ENST00000312719.9	1	FALSE
ENST00000313243.6	1	FALSE
ENST00000313639.8	1	FALSE
ENST00000315930.10	1	FALSE
ENST00000316308.8	1	FALSE
ENST00000316634.5	1	FALSE
ENST00000316752.10	1	FALSE
ENST00000319801.9	1	FALSE
ENST00000320316.7	1	FALSE
ENST00000321196.7	1	FALSE
ENST00000321253.6	1	FALSE
ENST00000322301.3	1	FALSE
ENST00000324330.13	1	FALSE
ENST00000324361.9	1	FALSE
ENST00000324385.9	1	FALSE
ENST00000324817.5	1	FALSE
ENST00000325926.3	1	FALSE
ENST00000326000.1	1	FALSE
ENST00000326397.9	1	FALSE
ENST00000326571.7	1	FALSE
ENST00000327570.13	1	FALSE
ENST00000327857.6	1	FALSE
ENST00000328599.4	1	FALSE
ENST00000329463.9	1	FALSE
ENST00000329542.8	1	FALSE
ENST00000329597.11	1	FALSE
ENST00000330062.7	1	FALSE
ENST00000330106.4	1	FALSE
ENST00000330163.8	1	FALSE
ENST00000331040.9	1	FALSE
ENST00000332018.4	1	FALSE
ENST00000333590.5	1	FALSE
ENST00000334062.7	1	FALSE
ENST00000334651.10	1	FALSE
ENST00000334651.10_PAR_Y	1	FALSE
ENST00000335289.5	1	FALSE
ENST00000335815.6	1	FALSE
ENST00000336873.9	1	FALSE
ENST00000337425.9	1	FALSE
ENST00000338086.9	1	FALSE
ENST00000338354.7	1	FALSE
ENST00000338696.6	1	FALSE
ENST00000339140.4	1	FALSE
ENST00000339269.5	1	FALSE
ENST00000339450.9	1	FALSE
ENST00000340561.8	1	FALSE
ENST00000340589.4	1	FALSE
ENST00000341685.8	1	FALSE
ENST00000342183.9	1	FALSE
ENST00000342415.5	1	FALSE
ENST00000342782.3	1	FALSE
ENST00000343267.7	1	FALSE
ENST00000343290.5	1	FALSE
