transcriptid	foldchange	DEstatus
ENST00000005259.8	1	FALSE
ENST00000022615.8	1	FALSE
ENST00000166244.7	1	FALSE
ENST00000192314.6	1	FALSE
ENST00000216101.6	1	FALSE
ENST00000216452.8	1	FALSE
ENST00000219097.6	1	FALSE
ENST00000222547.7	1	FALSE
ENST00000225525.3	1	FALSE
ENST00000228841.12	1	FALSE
ENST00000229633.6	1	FALSE
ENST00000230354.10	1	FALSE
ENST00000231526.8	1	FALSE
ENST00000231790.6	1	FALSE
ENST00000234313.7	1	FALSE
ENST00000237527.7	1	FALSE
ENST00000238146.8	1	FALSE
ENST00000240095.10	1	FALSE
ENST00000248150.4	1	FALSE
ENST00000249750.8	1	FALSE
ENST00000250076.7	1	FALSE
ENST00000251041.9	1	FALSE
ENST00000251496.6	1	FALSE
ENST00000252483.9	1	FALSE
ENST00000252485.8	1	FALSE
ENST00000253144.13	1	FALSE
ENST00000254624.9	1	FALSE
ENST00000254816.5	1	FALSE
ENST00000255174.2	1	FALSE
ENST00000255559.7	1	FALSE
ENST00000256039.2	1	FALSE
ENST00000257857.8	1	FALSE
ENST00000259030.2	1	FALSE
ENST00000259555.5	1	FALSE
ENST00000262290.8	1	FALSE
ENST00000262365.8	1	FALSE
ENST00000262406.9	1	FALSE
ENST00000263112.11	1	FALSE
ENST00000263266.3	1	FALSE
ENST00000263863.8	1	FALSE
ENST00000264001.8	1	FALSE
ENST00000264249.7	1	FALSE
ENST00000264433.10	1	FALSE
ENST00000264552.13	1	FALSE
ENST00000264808.7	1	FALSE
ENST00000264926.6	1	FALSE
ENST00000265293.8	1	FALSE
ENST00000266003.9	1	FALSE
ENST00000266058.8	1	FALSE
ENST00000266497.9	1	FALSE
ENST00000267812.3	1	FALSE
ENST00000268099.13	1	FALSE
ENST00000268182.9	1	FALSE
ENST00000269300.8	1	FALSE
ENST00000269394.3	1	FALSE
ENST00000272647.9	1	FALSE
ENST00000273541.12	1	FALSE
ENST00000274498.8	1	FALSE
ENST00000274897.9	1	FALSE
ENST00000277458.4	1	FALSE
ENST00000277459.8	1	FALSE
ENST00000278100.10	1	FALSE
ENST00000278780.6	1	FALSE
ENST00000278882.8	1	FALSE
ENST00000279386.6	1	FALSE
ENST00000280082.3	1	FALSE
ENST00000280871.8	1	FALSE
ENST00000282943.9	1	FALSE
ENST00000284437.6	1	FALSE
ENST00000286031.10	1	FALSE
ENST00000287721.13	1	FALSE
ENST00000288513.9	1	FALSE
ENST00000289004.8	1	FALSE
ENST00000289952.9	1	FALSE
ENST00000293889.10	1	FALSE
ENST00000294288.4	1	FALSE
ENST00000295400.10	1	FALSE
ENST00000295566.8	1	FALSE
ENST00000296513.6	1	FALSE
ENST00000299130.7	1	FALSE
ENST00000299138.11	1	FALSE
ENST00000299163.6	1	FALSE
ENST00000300181.6	1	FALSE
ENST00000301382.8	1	FALSE
ENST00000302312.8	1	FALSE
ENST00000302631.7	1	FALSE
ENST00000303015.2	1	FALSE
ENST00000303071.9	1	FALSE
ENST00000303113.10	1	FALSE
ENST00000303660.8	1	FALSE
ENST00000303996.10	1	FALSE
ENST00000304004.7	1	FALSE
ENST00000304639.3	1	FALSE
ENST00000305124.10	1	FALSE
ENST00000305892.1	1	FALSE
ENST00000306731.4	1	FALSE
ENST00000307658.11	1	FALSE
ENST00000307940.3	1	FALSE
ENST00000308234.11	1	FALSE
ENST00000308733.9	1	FALSE
ENST00000309608.6	1	FALSE
ENST00000310397.12	1	FALSE
ENST00000310398.6	1	FALSE
ENST00000311181.4	1	FALSE
ENST00000311191.10	1	FALSE
ENST00000311573.9	1	FALSE
ENST00000311822.12	1	FALSE
ENST00000313860.11	1	FALSE
ENST00000314250.10	1	FALSE
ENST00000314276.7	1	FALSE
ENST00000314797.10	1	FALSE
ENST00000314867.9	1	FALSE
ENST00000315554.12	1	FALSE
ENST00000316529.3	1	FALSE
ENST00000316856.7	1	FALSE
ENST00000317292.7	1	FALSE
ENST00000317483.4	1	FALSE
ENST00000317615.10	1	FALSE
ENST00000317623.8	1	FALSE
ENST00000317955.9	1	FALSE
ENST00000318003.11	1	FALSE
ENST00000319533.9	1	FALSE
ENST00000320129.7	1	FALSE
ENST00000321255.1	1	FALSE
ENST00000323348.9	1	FALSE
ENST00000324659.12	1	FALSE
ENST00000325123.4	1	FALSE
ENST00000325971.12	1	FALSE
ENST00000326724.8	1	FALSE
ENST00000327042.4	1	FALSE
ENST00000327365.8	1	FALSE
ENST00000327462.3	1	FALSE
ENST00000328020.10	1	FALSE
ENST00000329281.6	1	FALSE
ENST00000331979.5	1	FALSE
ENST00000332598.6	1	FALSE
ENST00000332695.11	1	FALSE
ENST00000332715.5	1	FALSE
ENST00000333001.10	1	FALSE
ENST00000333254.3	1	FALSE
ENST00000334304.9	1	FALSE
ENST00000334575.5	1	FALSE
ENST00000334919.9	1	FALSE
ENST00000335154.9	1	FALSE
ENST00000335605.1	1	FALSE
ENST00000335895.12	1	FALSE
ENST00000336328.10	1	FALSE
ENST00000336614.8	1	FALSE
ENST00000338315.4	1	FALSE
ENST00000338863.11	1	FALSE
ENST00000338957.4	1	FALSE
ENST00000339423.6	1	FALSE
ENST00000339582.6	1	FALSE
ENST00000340006.6	1	FALSE
ENST00000340645.9	1	FALSE
ENST00000340648.5	1	FALSE
ENST00000341071.11	1	FALSE
ENST00000341255.3	1	FALSE
ENST00000341617.7	1	FALSE
ENST00000342220.9	1	FALSE
ENST00000342301.8	1	FALSE
ENST00000342480.6	1	FALSE
ENST00000342631.7	1	FALSE
ENST00000342970.6	1	FALSE
ENST00000343984.5	1	FALSE
ENST00000343999.1	1	FALSE
ENST00000344523.8	1	FALSE
ENST00000344548.7	1	FALSE
ENST00000344581.4	1	FALSE
ENST00000345165.8	1	FALSE
ENST00000345436.8	1	FALSE
ENST00000347088.9	1	FALSE
ENST00000347587.7	1	FALSE
ENST00000349310.7	1	FALSE
ENST00000351137.8	1	FALSE
ENST00000352151.9	1	FALSE
ENST00000352385.2	1	FALSE
ENST00000353903.9	1	FALSE
ENST00000354228.8	1	FALSE
ENST00000354291.8	1	FALSE
ENST00000354416.7	1	FALSE
ENST00000354691.9	1	FALSE
ENST00000355025.7	1	FALSE
ENST00000355173.6	1	FALSE
ENST00000355379.3	1	FALSE
ENST00000355480.9	1	FALSE
ENST00000355499.8	1	FALSE
ENST00000356711.6	1	FALSE
ENST00000356940.10	1	FALSE
ENST00000357258.8	1	FALSE
ENST00000357520.8	1	FALSE
ENST00000357550.3	1	FALSE
ENST00000357783.6	1	FALSE
ENST00000358011.8	1	FALSE
ENST00000358075.10	1	FALSE
ENST00000358373.7	1	FALSE
ENST00000359128.9	1	FALSE
ENST00000359205.9	1	FALSE
ENST00000359326.8	1	FALSE
ENST00000359688.3	1	FALSE
ENST00000359741.9	1	FALSE
ENST00000359759.8	1	FALSE
ENST00000360057.7	1	FALSE
ENST00000360156.11	1	FALSE
ENST00000360937.8	1	FALSE
ENST00000361099.7	1	FALSE
ENST00000361140.8	1	FALSE
ENST00000361198.9	1	FALSE
ENST00000361234.9	1	FALSE
ENST00000361427.5	1	FALSE
ENST00000361795.9	1	FALSE
ENST00000361831.9	1	FALSE
ENST00000361874.7	1	FALSE
ENST00000362093.4	1	FALSE
ENST00000362159.2	1	FALSE
ENST00000362212.1	1	FALSE
ENST00000362433.1	1	FALSE
ENST00000362576.1	1	FALSE
ENST00000362858.1	1	FALSE
ENST00000362862.1	1	FALSE
ENST00000363133.1	1	FALSE
ENST00000363163.1	1	FALSE
ENST00000363188.1	1	FALSE
ENST00000363195.1	1	FALSE
ENST00000363646.1	1	FALSE
ENST00000364020.1	1	FALSE
ENST00000364144.1	1	FALSE
ENST00000364201.1	1	FALSE
ENST00000364285.1	1	FALSE
ENST00000364546.1	1	FALSE
ENST00000364738.1	1	FALSE
ENST00000364867.1	1	FALSE
ENST00000365381.1	1	FALSE
ENST00000365522.1	1	FALSE
ENST00000365633.1	1	FALSE
ENST00000366932.3	1	FALSE
ENST00000367149.6	1	FALSE
ENST00000367151.4	1	FALSE
ENST00000367152.5	1	FALSE
ENST00000367153.8	1	FALSE
ENST00000367154.5	1	FALSE
ENST00000367306.5	1	FALSE
ENST00000367807.7	1	FALSE
ENST00000367808.7	1	FALSE
ENST00000368330.6	1	FALSE
ENST00000368339.9	1	FALSE
ENST00000368340.9	1	FALSE
ENST00000368554.8	1	FALSE
ENST00000368747.1	1	FALSE
ENST00000368759.5	1	FALSE
ENST00000369026.2	1	FALSE
ENST00000369475.7	1	FALSE
ENST00000369485.8	1	FALSE
ENST00000369598.5	1	FALSE
ENST00000369600.5	1	FALSE
ENST00000369604.5	1	FALSE
ENST00000370153.6	1	FALSE
ENST00000370155.8	1	FALSE
ENST00000370274.7	1	FALSE
ENST00000370509.4	1	FALSE
ENST00000370570.5	1	FALSE
ENST00000370577.7	1	FALSE
ENST00000370611.3	1	FALSE
ENST00000370876.6	1	FALSE
ENST00000370877.6	1	FALSE
ENST00000371041.3	1	FALSE
ENST00000371070.8	1	FALSE
ENST00000371485.7	1	FALSE
ENST00000371970.2	1	FALSE
ENST00000372197.5	1	FALSE
ENST00000372198.5	1	FALSE
ENST00000372199.5	1	FALSE
ENST00000372344.6	1	FALSE
ENST00000372371.7	1	FALSE
ENST00000372389.7	1	FALSE
ENST00000372651.5	1	FALSE
ENST00000372652.5	1	FALSE
ENST00000372653.5	1	FALSE
ENST00000372654.5	1	FALSE
ENST00000372669.8	1	FALSE
ENST00000372910.5	1	FALSE
ENST00000372970.6	1	FALSE
ENST00000373016.3	1	FALSE
ENST00000373336.3	1	FALSE
ENST00000373520.8	1	FALSE
ENST00000373584.7	1	FALSE
ENST00000373611.2	1	FALSE
ENST00000373614.6	1	FALSE
ENST00000373840.8	1	FALSE
ENST00000374644.8	1	FALSE
ENST00000374680.3	1	FALSE
ENST00000374685.8	1	FALSE
ENST00000374792.6	1	FALSE
ENST00000375802.7	1	FALSE
ENST00000375857.6	1	FALSE
ENST00000377413.2	1	FALSE
ENST00000377733.3	1	FALSE
ENST00000377745.3	1	FALSE
ENST00000377755.8	1	FALSE
ENST00000378004.7	1	FALSE
ENST00000378013.2	1	FALSE
ENST00000378098.8	1	FALSE
ENST00000378099.7	1	FALSE
ENST00000379117.6	1	FALSE
ENST00000379119.6	1	FALSE
ENST00000379485.1	1	FALSE
ENST00000379500.6	1	FALSE
ENST00000379902.7	1	FALSE
ENST00000380027.5	1	FALSE
ENST00000380034.7	1	FALSE
ENST00000380051.6	1	FALSE
ENST00000380210.1	1	FALSE
ENST00000380591.7	1	FALSE
ENST00000380858.1	1	FALSE
ENST00000381237.5	1	FALSE
ENST00000381753.8	1	FALSE
ENST00000381781.2	1	FALSE
ENST00000381842.7	1	FALSE
ENST00000381980.8	1	FALSE
ENST00000382215.3	1	FALSE
ENST00000383000.1	1	FALSE
ENST00000383005.6	1	FALSE
ENST00000383461.6	1	FALSE
ENST00000383814.7	1	FALSE
ENST00000383815.7	1	FALSE
ENST00000384086.1	1	FALSE
ENST00000384225.3	1	FALSE
ENST00000384290.1	1	FALSE
ENST00000384335.1	1	FALSE
ENST00000384345.1	1	FALSE
ENST00000384372.1	1	FALSE
ENST00000384441.1	1	FALSE
ENST00000384472.1	1	FALSE
