transcriptid	foldchange	DEstatus
ENST00000078429.8	1	FALSE
ENST00000156471.9	1	FALSE
ENST00000158166.5	1	FALSE
ENST00000168712.2	1	FALSE
ENST00000199708.2	1	FALSE
ENST00000222139.10	1	FALSE
ENST00000225992.7	1	FALSE
ENST00000233078.8	1	FALSE
ENST00000233607.6	1	FALSE
ENST00000238138.2	1	FALSE
ENST00000238483.5	1	FALSE
ENST00000240095.10	1	FALSE
ENST00000243253.7	1	FALSE
ENST00000243300.13	1	FALSE
ENST00000244289.8	1	FALSE
ENST00000244799.4	1	FALSE
ENST00000245923.8	1	FALSE
ENST00000252172.8	1	FALSE
ENST00000252729.6	1	FALSE
ENST00000253024.9	1	FALSE
ENST00000253413.9	1	FALSE
ENST00000253470.4	1	FALSE
ENST00000253807.2	1	FALSE
ENST00000254691.9	1	FALSE
ENST00000256010.6	1	FALSE
ENST00000257190.9	1	FALSE
ENST00000257724.7	1	FALSE
ENST00000258383.3	1	FALSE
ENST00000258457.6	1	FALSE
ENST00000259271.7	1	FALSE
ENST00000259818.7	1	FALSE
ENST00000261593.7	1	FALSE
ENST00000262376.10	1	FALSE
ENST00000262811.10	1	FALSE
ENST00000262961.8	1	FALSE
ENST00000263233.8	1	FALSE
ENST00000263433.7	1	FALSE
ENST00000263791.9	1	FALSE
ENST00000264805.9	1	FALSE
ENST00000264848.9	1	FALSE
ENST00000265375.13	1	FALSE
ENST00000265717.4	1	FALSE
ENST00000266775.13	1	FALSE
ENST00000267568.8	1	FALSE
ENST00000269143.7	1	FALSE
ENST00000269491.5	1	FALSE
ENST00000272274.8	1	FALSE
ENST00000272567.4	1	FALSE
ENST00000272602.6	1	FALSE
ENST00000277458.4	1	FALSE
ENST00000277459.8	1	FALSE
ENST00000278193.6	1	FALSE
ENST00000278826.10	1	FALSE
ENST00000278919.7	1	FALSE
ENST00000279147.8	1	FALSE
ENST00000279230.10	1	FALSE
ENST00000280663.12	1	FALSE
ENST00000282499.9	1	FALSE
ENST00000287598.10	1	FALSE
ENST00000289820.10	1	FALSE
ENST00000289952.9	1	FALSE
ENST00000290246.10	1	FALSE
ENST00000290418.4	1	FALSE
ENST00000290921.10	1	FALSE
ENST00000293379.8	1	FALSE
ENST00000293414.5	1	FALSE
ENST00000293831.12	1	FALSE
ENST00000294066.6	1	FALSE
ENST00000294753.8	1	FALSE
ENST00000295012.5	1	FALSE
ENST00000295057.3	1	FALSE
ENST00000295709.7	1	FALSE
ENST00000295728.6	1	FALSE
ENST00000295759.11	1	FALSE
ENST00000296387.5	1	FALSE
ENST00000296506.7	1	FALSE
ENST00000296533.2	1	FALSE
ENST00000296870.2	1	FALSE
ENST00000297440.10	1	FALSE
ENST00000297564.6	1	FALSE
ENST00000298130.4	1	FALSE
ENST00000298428.13	1	FALSE
ENST00000298746.4	1	FALSE
ENST00000298818.12	1	FALSE
ENST00000299518.6	1	FALSE
ENST00000299642.8	1	FALSE
ENST00000299694.12	1	FALSE
ENST00000299732.6	1	FALSE
ENST00000301011.9	1	FALSE
ENST00000301085.8	1	FALSE
ENST00000301896.5	1	FALSE
ENST00000302500.4	1	FALSE
ENST00000302586.7	1	FALSE
ENST00000304267.12	1	FALSE
ENST00000304460.10	1	FALSE
ENST00000305364.8	1	FALSE
ENST00000305901.6	1	FALSE
ENST00000306533.8	1	FALSE
ENST00000307179.8	1	FALSE
ENST00000307808.10	1	FALSE
ENST00000308677.8	1	FALSE
ENST00000308783.9	1	FALSE
ENST00000309447.5	1	FALSE
ENST00000309594.4	1	FALSE
ENST00000310343.13	1	FALSE
ENST00000310677.8	1	FALSE
ENST00000311177.6	1	FALSE
ENST00000311549.10	1	FALSE
ENST00000312214.5	1	FALSE
ENST00000314471.10	1	FALSE
ENST00000315732.2	1	FALSE
ENST00000316148.4	1	FALSE
ENST00000318709.8	1	FALSE
ENST00000319826.8	1	FALSE
ENST00000320362.7	1	FALSE
ENST00000320665.10	1	FALSE
ENST00000321613.7	1	FALSE
ENST00000323164.5	1	FALSE
ENST00000323701.10	1	FALSE
ENST00000324689.8	1	FALSE
ENST00000325234.5	1	FALSE
ENST00000325612.5	1	FALSE
ENST00000326053.9	1	FALSE
ENST00000326092.8	1	FALSE
ENST00000326152.5	1	FALSE
ENST00000326303.4	1	FALSE
ENST00000326499.10	1	FALSE
ENST00000327284.12	1	FALSE
ENST00000327739.7	1	FALSE
ENST00000328381.9	1	FALSE
ENST00000328599.4	1	FALSE
ENST00000328879.8	1	FALSE
ENST00000328928.11	1	FALSE
ENST00000329378.7	1	FALSE
ENST00000329447.5	1	FALSE
ENST00000329627.11	1	FALSE
ENST00000329743.3	1	FALSE
ENST00000330168.9	1	FALSE
ENST00000330386.7	1	FALSE
ENST00000332029.2	1	FALSE
ENST00000332323.10	1	FALSE
ENST00000332482.8	1	FALSE
ENST00000332578.7	1	FALSE
ENST00000332783.11	1	FALSE
ENST00000332900.5	1	FALSE
ENST00000332935.6	1	FALSE
ENST00000333577.8	1	FALSE
ENST00000333781.9	1	FALSE
ENST00000333952.8	1	FALSE
ENST00000334571.6	1	FALSE
ENST00000336125.5	1	FALSE
ENST00000336761.10	1	FALSE
ENST00000337335.5	1	FALSE
ENST00000337566.9	1	FALSE
ENST00000337677.9	1	FALSE
ENST00000338380.2	1	FALSE
ENST00000338608.6	1	FALSE
ENST00000338977.5	1	FALSE
ENST00000338981.7	1	FALSE
ENST00000339133.5	1	FALSE
ENST00000339497.7	1	FALSE
ENST00000340110.3	1	FALSE
ENST00000340699.7	1	FALSE
ENST00000340749.9	1	FALSE
ENST00000340783.10	1	FALSE
ENST00000341396.2	1	FALSE
ENST00000341420.4	1	FALSE
ENST00000341686.7	1	FALSE
ENST00000341753.10	1	FALSE
ENST00000341846.9	1	FALSE
ENST00000342694.6	1	FALSE
ENST00000342868.6	1	FALSE
ENST00000343276.4	1	FALSE
ENST00000344085.9	1	FALSE
ENST00000344087.4	1	FALSE
ENST00000344680.8	1	FALSE
ENST00000345108.6	1	FALSE
ENST00000346454.7	1	FALSE
ENST00000346968.2	1	FALSE
ENST00000348264.6	1	FALSE
ENST00000348335.6	1	FALSE
ENST00000350356.7	1	FALSE
ENST00000352077.6	1	FALSE
ENST00000352529.1	1	FALSE
ENST00000353442.9	1	FALSE
ENST00000353656.10	1	FALSE
ENST00000354425.4	1	FALSE
ENST00000354960.7	1	FALSE
ENST00000355209.8	1	FALSE
ENST00000355486.3	1	FALSE
ENST00000355602.2	1	FALSE
ENST00000355780.9	1	FALSE
ENST00000356247.4	1	FALSE
ENST00000356287.3	1	FALSE
ENST00000356338.10	1	FALSE
ENST00000356838.7	1	FALSE
ENST00000356970.6	1	FALSE
ENST00000357067.7	1	FALSE
ENST00000357082.8	1	FALSE
ENST00000357130.4	1	FALSE
ENST00000357266.8	1	FALSE
ENST00000357872.8	1	FALSE
ENST00000358120.2	1	FALSE
ENST00000358212.10	1	FALSE
ENST00000358738.3	1	FALSE
ENST00000358741.3	1	FALSE
ENST00000358775.1	1	FALSE
ENST00000358812.8	1	FALSE
ENST00000359342.6	1	FALSE
ENST00000359422.8	1	FALSE
ENST00000359660.9	1	FALSE
ENST00000359741.9	1	FALSE
ENST00000360467.5	1	FALSE
ENST00000361699.8	1	FALSE
ENST00000361909.8	1	FALSE
ENST00000361981.7	1	FALSE
ENST00000362063.6	1	FALSE
ENST00000362072.7	1	FALSE
ENST00000362252.3	1	FALSE
ENST00000362532.1	1	FALSE
ENST00000362617.1	1	FALSE
ENST00000362733.1	1	FALSE
